0,0,0,0,0,10000,9994,6,6,9994,5,1,0,0,0,0,3,0,6
1,0,0,0,0,10000,9987,13,13,9987,10,3,0,0,1,0,7,2,13
2,0,0,0,0,10000,9972,28,28,9973,20,6,1,0,3,0,18,2,28
3,0,0,0,0,10000,9954,46,46,9955,30,12,3,0,7,1,29,5,46
4,0,0,0,0,10000,9926,74,74,9927,49,17,7,0,15,3,52,8,74
5,0,0,0,0,10000,9888,112,112,9891,63,31,15,0,24,7,79,15,112
6,0,0,0,0,10000,9832,168,168,9834,102,40,24,0,46,15,113,32,168
7,0,0,0,0,10000,9721,279,279,9728,172,54,46,0,64,24,195,56,279
8,0,0,0,0,10000,9573,427,427,9581,267,88,64,0,100,46,312,85,427
9,0,0,0,0,10000,9399,601,601,9413,354,133,100,0,152,64,441,127,601
10,0,0,0,0,10000,9124,876,876,9145,500,203,152,0,233,100,631,210,876
11,0,0,0,0,10000,8717,1283,1283,8744,730,293,233,0,355,152,944,301,1283
12,0,0,0,0,10000,8345,1655,1655,8379,847,419,355,0,526,233,1218,399,1655
13,0,0,0,0,10000,7864,2136,2136,7903,1052,519,526,0,774,355,1547,549,2136
14,0,0,0,0,10000,7173,2827,2827,7209,1432,585,774,0,1045,526,2094,692,2827
15,0,0,0,0,10000,6353,3647,3647,6393,1767,795,1045,0,1359,774,2740,863,3647
16,0,0,0,0,10000,5463,4537,4537,5499,2055,1087,1357,2,1840,1045,3424,1066,4537
17,0,0,0,0,10000,4624,5376,5376,4672,2257,1231,1837,3,2446,1359,4069,1259,5376
18,0,0,0,0,10000,3713,6287,6287,3774,2467,1313,2439,7,3071,1840,4776,1461,6287
19,0,0,0,0,10000,3031,6969,6969,3081,2415,1433,3060,11,3759,2446,5272,1647,6969
20,0,0,0,0,10000,2466,7534,7534,2509,2227,1505,3743,16,4504,3071,5656,1827,7534
21,0,0,0,0,10000,1815,8185,8185,1847,2126,1523,4480,24,5264,3759,6175,1959,8185
22,0,0,0,0,10000,1317,8683,8683,1345,1848,1543,5216,48,6027,4504,6564,2068,8683
23,0,0,0,0,10000,880,9120,9120,905,1579,1489,5949,78,6807,5264,6906,2163,9120
24,0,0,0,0,10000,598,9402,9402,606,1318,1269,6688,119,7516,6027,7130,2221,9402
25,0,0,0,0,10000,385,9615,9615,395,1119,970,7347,169,8076,6807,7300,2264,9615
