0,0,114.14762,30.684437,85,0,0,0,0,0,85
0,1,114.16711,30.684437,84,0,0,0,0,0,84
0,2,114.18659,30.684437,85,0,0,0,0,0,85
0,3,114.20608,30.684437,83,0,0,0,0,0,83
0,4,114.22556,30.684437,87,0,0,0,0,0,87
0,5,114.10865,30.498242,0,0,0,0,0,0,0
0,6,114.10865,30.59134,0,0,0,0,0,0,0
0,7,114.22556,30.498242,0,0,0,0,0,0,0
0,8,114.22556,30.59134,0,0,0,0,0,0,0
0,9,114.16711,30.498242,0,0,0,0,0,0,0
0,10,114.16711,30.59134,3,0,0,0,0,0,3
0,11,114.05019,30.6,174,0,0,0,0,0,174
0,12,114.05019,30.6,0,0,0,0,0,0,0
0,13,114.05019,30.6,4,0,0,0,0,0,4
0,14,114.05452,30.593505,590,0,0,0,0,0,590
0,15,114.05452,30.593505,0,0,0,0,0,0,0
0,16,114.05452,30.593505,16,0,0,0,0,0,16
0,17,114.05885,30.58701,604,0,0,0,0,0,604
0,18,114.05885,30.58701,0,0,0,0,0,0,0
0,19,114.05885,30.58701,10,0,0,0,0,0,10
0,20,114.06318,30.580514,221,0,0,0,0,0,221
0,21,114.06318,30.580514,0,0,0,0,0,0,0
0,22,114.06318,30.580514,7,0,0,0,0,0,7
0,23,114.06751,30.574019,816,0,0,0,0,0,816
0,24,114.06751,30.574019,0,0,0,0,0,0,0
0,25,114.06751,30.574019,12,0,0,0,0,0,12
0,26,114.07184,30.567524,285,0,0,0,0,0,285
0,27,114.07184,30.567524,0,0,0,0,0,0,0
0,28,114.07184,30.567524,8,0,0,0,0,0,8
0,29,114.07617,30.561029,390,0,0,0,0,0,390
0,30,114.07617,30.561029,0,0,0,0,0,0,0
0,31,114.07617,30.561029,10,0,0,0,0,0,10
0,32,114.0805,30.554534,64,0,0,0,0,0,64
0,33,114.0805,30.554534,0,0,0,0,0,0,0
0,34,114.0805,30.554534,0,0,0,0,0,0,0
0,35,114.08483,30.548038,0,0,0,0,0,0,0
0,36,114.08483,30.548038,0,0,0,0,0,0,0
0,37,114.08916,30.541543,74,0,0,0,0,0,74
0,38,114.08916,30.541543,0,0,0,0,0,0,0
0,39,114.08916,30.541543,1,0,0,0,0,0,1
0,40,114.09349,30.535048,384,0,0,0,0,0,384
0,41,114.09349,30.535048,0,0,0,0,0,0,0
0,42,114.09349,30.535048,19,0,0,0,0,0,19
0,43,114.09782,30.528553,86,0,0,0,0,0,86
0,44,114.09782,30.528553,0,0,0,0,0,0,0
0,45,114.10215,30.522058,68,0,0,0,0,0,68
0,46,114.10215,30.522058,0,0,0,0,0,0,0
0,47,114.10215,30.522058,3,0,0,0,0,0,3
0,48,114.10648,30.515563,640,0,0,0,0,0,640
0,49,114.10648,30.515563,0,0,0,0,0,0,0
0,50,114.10648,30.515563,18,0,0,0,0,0,18
0,51,114.11081,30.509067,0,0,0,0,0,0,0
0,52,114.11081,30.509067,0,0,0,0,0,0,0
0,53,114.11514,30.502572,0,0,0,0,0,0,0
0,54,114.11947,30.496077,0,0,0,0,0,0,0
0,55,114.12813,30.483087,349,0,0,0,0,0,349
0,56,114.12813,30.483087,0,0,0,0,0,0,0
0,57,114.12813,30.483087,9,0,0,0,0,0,9
0,58,114.13246,30.476591,641,0,0,0,0,0,641
0,59,114.13246,30.476591,0,0,0,0,0,0,0
0,60,114.13246,30.476591,18,0,0,0,0,0,18
0,61,114.13679,30.470096,2700,0,0,0,0,0,2700
0,62,114.13679,30.470096,0,0,0,0,0,0,0
0,63,114.13679,30.470096,60,0,0,0,0,0,60
0,64,114.14113,30.463601,418,0,0,0,0,0,418
0,65,114.14113,30.463601,0,0,0,0,0,0,0
0,66,114.14113,30.463601,12,0,0,0,0,0,12
0,67,114.14546,30.457106,0,0,0,0,0,0,0
0,68,114.14546,30.457106,0,0,0,0,0,0,0
0,69,114.14979,30.450611,0,0,0,0,0,0,0
0,70,114.14979,30.450611,0,0,0,0,0,0,0
0,71,114.15412,30.444115,0,0,0,0,0,0,0
0,72,114.16278,30.431125,0,0,0,0,0,0,0
0,73,114.16711,30.42463,0,0,0,0,0,0,0
0,74,114.16711,30.42463,0,0,0,0,0,0,0
0,75,114.17144,30.418135,327,0,0,0,0,0,327
0,76,114.17144,30.418135,0,0,0,0,0,0,0
0,77,114.17144,30.418135,11,0,0,0,0,0,11
0,78,114.17577,30.411639,146,0,0,0,0,0,146
0,79,114.17577,30.411639,0,0,0,0,0,0,0
0,80,114.1801,30.405144,0,0,0,0,0,0,0
0,81,114.1801,30.405144,0,0,0,0,0,0,0
0,82,114.05452,30.606495,82,0,0,0,0,0,82
0,83,114.05452,30.606495,0,0,0,0,0,0,0
0,84,114.05452,30.606495,0,0,0,0,0,0,0
0,85,114.06318,30.593505,0,0,0,0,0,0,0
0,86,114.06318,30.593505,0,0,0,0,0,0,0
0,87,114.06751,30.58701,0,0,0,0,0,0,0
0,88,114.07184,30.580514,0,0,0,0,0,0,0
0,89,114.07184,30.580514,0,0,0,0,0,0,0
0,90,114.07617,30.574019,0,0,0,0,0,0,0
0,91,114.07617,30.574019,4,0,0,0,0,0,4
0,92,114.0805,30.567524,140,0,0,0,0,0,140
0,93,114.0805,30.567524,0,0,0,0,0,0,0
0,94,114.0805,30.567524,5,0,0,0,0,0,5
0,95,114.08483,30.561029,143,0,0,0,0,0,143
0,96,114.08483,30.561029,0,0,0,0,0,0,0
0,97,114.08483,30.561029,4,0,0,0,0,0,4
1,0,114.14762,30.684437,88,0,0,0,0,0,88
1,1,114.16711,30.684437,82,1,0,0,0,1,83
1,2,114.18659,30.684437,84,0,0,0,0,0,84
1,3,114.20608,30.684437,84,0,0,0,0,0,84
1,4,114.22556,30.684437,83,0,0,0,0,0,83
1,5,114.10865,30.498242,0,0,0,0,0,0,0
1,6,114.10865,30.59134,0,0,0,0,0,0,0
1,7,114.22556,30.498242,0,0,0,0,0,0,0
1,8,114.22556,30.59134,0,0,0,0,0,0,0
1,9,114.16711,30.498242,0,0,0,0,0,0,0
1,10,114.16711,30.59134,8,0,0,0,0,0,8
1,11,114.05019,30.6,173,0,0,0,0,0,173
1,12,114.05019,30.6,0,0,0,0,0,0,0
1,13,114.05019,30.6,5,0,0,0,0,0,5
1,14,114.05452,30.593505,593,0,0,0,0,0,593
1,15,114.05452,30.593505,0,0,0,0,0,0,0
1,16,114.05452,30.593505,13,0,0,0,0,0,13
1,17,114.05885,30.58701,601,0,0,0,0,0,601
1,18,114.05885,30.58701,0,0,0,0,0,0,0
1,19,114.05885,30.58701,13,0,0,0,0,0,13
1,20,114.06318,30.580514,223,0,0,0,0,0,223
1,21,114.06318,30.580514,0,0,0,0,0,0,0
1,22,114.06318,30.580514,5,0,0,0,0,0,5
1,23,114.06751,30.574019,807,0,0,0,0,0,807
1,24,114.06751,30.574019,0,0,0,0,0,0,0
1,25,114.06751,30.574019,21,0,0,0,0,0,21
1,26,114.07184,30.567524,290,0,0,0,0,0,290
1,27,114.07184,30.567524,0,0,0,0,0,0,0
1,28,114.07184,30.567524,3,0,0,0,0,0,3
1,29,114.07617,30.561029,390,0,1,0,0,1,391
1,30,114.07617,30.561029,0,0,0,0,0,0,0
1,31,114.07617,30.561029,9,0,0,0,0,0,9
1,32,114.0805,30.554534,63,0,0,0,0,0,63
1,33,114.0805,30.554534,0,0,0,0,0,0,0
1,34,114.0805,30.554534,1,0,0,0,0,0,1
1,35,114.08483,30.548038,0,0,0,0,0,0,0
1,36,114.08483,30.548038,0,0,0,0,0,0,0
1,37,114.08916,30.541543,75,0,0,0,0,0,75
1,38,114.08916,30.541543,0,0,0,0,0,0,0
1,39,114.08916,30.541543,0,0,0,0,0,0,0
1,40,114.09349,30.535048,393,0,0,0,0,0,393
1,41,114.09349,30.535048,0,0,0,0,0,0,0
1,42,114.09349,30.535048,9,0,0,0,0,0,9
1,43,114.09782,30.528553,87,0,0,0,0,0,87
1,44,114.09782,30.528553,0,0,0,0,0,0,0
1,45,114.10215,30.522058,69,0,0,0,0,0,69
1,46,114.10215,30.522058,0,0,0,0,0,0,0
1,47,114.10215,30.522058,2,0,0,0,0,0,2
1,48,114.10648,30.515563,647,0,0,0,0,0,647
1,49,114.10648,30.515563,0,0,0,0,0,0,0
1,50,114.10648,30.515563,11,0,0,0,0,0,11
1,51,114.11081,30.509067,0,0,0,0,0,0,0
1,52,114.11081,30.509067,0,0,0,0,0,0,0
1,53,114.11514,30.502572,0,0,0,0,0,0,0
1,54,114.11947,30.496077,0,0,0,0,0,0,0
1,55,114.12813,30.483087,349,0,0,0,0,0,349
1,56,114.12813,30.483087,0,0,0,0,0,0,0
1,57,114.12813,30.483087,9,0,0,0,0,0,9
1,58,114.13246,30.476591,640,0,0,0,0,0,640
1,59,114.13246,30.476591,0,0,0,0,0,0,0
1,60,114.13246,30.476591,19,0,0,0,0,0,19
1,61,114.13679,30.470096,2690,0,0,0,0,0,2690
1,62,114.13679,30.470096,0,0,0,0,0,0,0
1,63,114.13679,30.470096,70,0,0,0,0,0,70
1,64,114.14113,30.463601,417,0,0,0,0,0,417
1,65,114.14113,30.463601,0,0,0,0,0,0,0
1,66,114.14113,30.463601,13,0,0,0,0,0,13
1,67,114.14546,30.457106,0,0,0,0,0,0,0
1,68,114.14546,30.457106,0,0,0,0,0,0,0
1,69,114.14979,30.450611,0,0,0,0,0,0,0
1,70,114.14979,30.450611,0,0,0,0,0,0,0
1,71,114.15412,30.444115,0,0,0,0,0,0,0
1,72,114.16278,30.431125,0,0,0,0,0,0,0
1,73,114.16711,30.42463,0,0,0,0,0,0,0
1,74,114.16711,30.42463,0,0,0,0,0,0,0
1,75,114.17144,30.418135,329,0,0,0,0,0,329
1,76,114.17144,30.418135,0,0,0,0,0,0,0
1,77,114.17144,30.418135,11,0,0,0,0,0,11
1,78,114.17577,30.411639,144,0,0,0,0,0,144
1,79,114.17577,30.411639,0,0,0,0,0,0,0
1,80,114.1801,30.405144,0,0,0,0,0,0,0
1,81,114.1801,30.405144,0,0,0,0,0,0,0
1,82,114.05452,30.606495,80,0,0,0,0,0,80
1,83,114.05452,30.606495,0,0,0,0,0,0,0
1,84,114.05452,30.606495,2,0,0,0,0,0,2
1,85,114.06318,30.593505,0,0,0,0,0,0,0
1,86,114.06318,30.593505,0,0,0,0,0,0,0
1,87,114.06751,30.58701,0,0,0,0,0,0,0
1,88,114.07184,30.580514,0,0,0,0,0,0,0
1,89,114.07184,30.580514,0,0,0,0,0,0,0
1,90,114.07617,30.574019,0,0,0,0,0,0,0
1,91,114.07617,30.574019,1,0,0,0,0,0,1
1,92,114.0805,30.567524,141,0,0,0,0,0,141
1,93,114.0805,30.567524,0,0,0,0,0,0,0
1,94,114.0805,30.567524,4,0,0,0,0,0,4
1,95,114.08483,30.561029,143,0,0,0,0,0,143
1,96,114.08483,30.561029,0,0,0,0,0,0,0
1,97,114.08483,30.561029,4,0,0,0,0,0,4
2,0,114.14762,30.684437,89,0,0,0,0,0,89
2,1,114.16711,30.684437,81,1,0,0,0,1,82
2,2,114.18659,30.684437,81,0,0,0,0,0,81
2,3,114.20608,30.684437,83,0,0,0,0,0,83
2,4,114.22556,30.684437,85,0,0,0,0,0,85
2,5,114.10865,30.498242,0,0,0,0,0,0,0
2,6,114.10865,30.59134,0,0,0,0,0,0,0
2,7,114.22556,30.498242,0,0,0,0,0,0,0
2,8,114.22556,30.59134,0,0,0,0,0,0,0
2,9,114.16711,30.498242,0,0,0,0,0,0,0
2,10,114.16711,30.59134,11,0,0,0,0,0,11
2,11,114.05019,30.6,172,0,0,0,0,0,172
2,12,114.05019,30.6,0,0,0,0,0,0,0
2,13,114.05019,30.6,6,0,0,0,0,0,6
