0,0,0,0,0,10000,9996,4,4,9996,4,0,0,0,0,0,1,0,4
1,0,0,0,0,10000,9988,12,12,9988,12,0,0,0,0,0,8,1,12
2,0,0,0,0,10000,9979,21,21,9979,16,5,0,0,0,0,15,1,21
3,0,0,0,0,10000,9967,33,33,9969,23,8,0,0,5,0,24,2,33
4,0,0,0,0,10000,9941,59,59,9943,41,11,5,0,8,0,49,3,59
5,0,0,0,0,10000,9917,83,83,9919,58,15,8,0,16,5,68,7,83
6,0,0,0,0,10000,9885,115,115,9888,68,28,16,0,23,8,85,18,115
7,0,0,0,0,10000,9824,176,176,9827,107,43,23,0,44,16,135,28,176
8,0,0,0,0,10000,9736,264,264,9745,151,60,44,0,66,23,200,47,264
9,0,0,0,0,10000,9619,381,381,9630,208,96,66,0,104,44,285,78,381
10,0,0,0,0,10000,9458,542,542,9470,294,132,104,0,162,66,403,118,542
11,0,0,0,0,10000,9223,777,777,9244,427,167,162,0,236,104,581,172,777
12,0,0,0,0,10000,8933,1067,1067,8959,563,242,236,0,329,162,781,260,1067
13,0,0,0,0,10000,8617,1383,1383,8646,676,349,329,0,478,236,1004,349,1383
14,0,0,0,0,10000,8124,1876,1876,8154,936,432,478,0,678,329,1403,442,1876
15,0,0,0,0,10000,7465,2535,2535,7512,1245,565,678,0,910,478,1902,600,2535
16,0,0,0,0,10000,6729,3271,3271,6778,1534,778,910,0,1243,678,2445,789,3271
17,0,0,0,0,10000,5912,4088,4088,5959,1854,944,1242,1,1688,910,3093,957,4088
18,0,0,0,0,10000,5148,4852,4852,5195,2062,1055,1685,3,2187,1243,3673,1138,4852
19,0,0,0,0,10000,4503,5497,5497,4548,2094,1171,2180,7,2743,1688,4137,1317,5497
20,0,0,0,0,10000,3908,6092,6092,3949,2029,1279,2731,12,3358,2187,4559,1489,6092
21,0,0,0,0,10000,3201,6799,6799,3246,2026,1370,3341,17,4022,2743,5081,1674,6799
22,0,0,0,0,10000,2512,7488,7488,2541,1952,1485,3995,27,4728,3358,5630,1814,7488
23,0,0,0,0,10000,1889,8111,8111,1922,1876,1474,4684,44,5507,4022,6134,1933,8111
24,0,0,0,0,10000,1389,8611,8611,1424,1752,1317,5431,76,6202,4728,6532,2035,8611
25,0,0,0,0,10000,1004,8996,8996,1017,1621,1160,6088,114,6824,5507,6834,2118,8996
26,0,0,0,0,10000,735,9265,9265,752,1346,1078,6672,152,7362,6202,7030,2191,9265
27,0,0,0,0,10000,532,9468,9468,540,1076,1022,7151,211,7902,6824,7188,2236,9468
28,0,0,0,0,10000,351,9649,9649,362,838,898,7599,303,8384,7362,7341,2264,9649
29,0,0,0,0,10000,221,9779,9779,227,639,750,7958,426,8800,7902,7444,2291,9779
30,0,0,0,0,10000,140,9860,9860,145,455,600,8214,586,9134,8384,7511,2305,9860
31,0,0,0,0,10000,88,9912,9912,94,324,448,8319,815,9400,8800,7553,2315,9912
32,0,0,0,0,10000,64,9936,9936,65,233,302,8338,1062,9582,9134,7575,2317,9936
33,0,0,0,0,10000,49,9951,9951,49,144,225,8246,1336,9702,9400,7584,2323,9951
34,0,0,0,0,10000,45,9955,9955,45,83,170,8015,1687,9807,9582,7587,2324,9955
35,0,0,0,0,10000,29,9971,9971,29,67,97,7759,2048,9872,9702,7600,2327,9971
36,0,0,0,0,10000,21,9979,9979,21,39,68,7408,2464,9904,9807,7608,2327,9979
37,0,0,0,0,10000,14,9986,9986,14,22,60,6951,2953,9940,9872,7614,2328,9986
38,0,0,0,0,10000,11,9989,9989,11,18,31,6508,3432,9964,9904,7616,2329,9989
39,0,0,0,0,10000,7,9993,9993,7,17,12,6029,3935,9971,9940,7619,2330,9993
40,0,0,0,0,10000,6,9994,9994,6,8,15,5479,4492,9976,9964,7620,2330,9994
41,0,0,0,0,10000,5,9995,9995,6,7,11,4950,5026,9986,9971,7620,2331,9995
42,0,0,0,0,10000,4,9996,9996,4,4,6,4413,5573,9987,9976,7620,2332,9996
43,0,0,0,0,10000,1,9999,9999,1,5,7,3902,6085,9992,9986,7623,2332,9999
44,0,0,0,0,10000,0,10000,10000,0,3,5,3335,6657,9994,9987,7624,2332,10000
45,0,0,0,0,10000,0,10000,10000,0,1,5,2836,7158,9997,9992,7624,2332,10000
46,0,0,0,0,10000,0,10000,10000,0,1,2,2382,7615,9999,9994,7624,2332,10000
47,0,0,0,0,10000,0,10000,10000,0,1,0,1957,8042,9999,9997,7624,2332,10000
48,0,0,0,0,10000,0,10000,10000,0,0,1,1597,8402,9999,9999,7624,2332,10000
49,0,0,0,0,10000,0,10000,10000,0,0,1,1258,8741,10000,9999,7624,2332,10000
50,0,0,0,0,10000,0,10000,10000,0,0,0,1001,8999,10000,9999,7624,2332,10000
51,0,0,0,0,10000,0,10000,10000,0,0,0,746,9254,10000,10000,7624,2332,10000
52,0,0,0,0,10000,0,10000,10000,0,0,0,524,9476,10000,10000,7624,2332,10000
53,0,0,0,0,10000,0,10000,10000,0,0,0,374,9626,10000,10000,7624,2332,10000
54,0,0,0,0,10000,0,10000,10000,0,0,0,284,9716,10000,10000,7624,2332,10000
55,0,0,0,0,10000,0,10000,10000,0,0,0,189,9811,10000,10000,7624,2332,10000
56,0,0,0,0,10000,0,10000,10000,0,0,0,139,9861,10000,10000,7624,2332,10000
57,0,0,0,0,10000,0,10000,10000,0,0,0,99,9901,10000,10000,7624,2332,10000
58,0,0,0,0,10000,0,10000,10000,0,0,0,68,9932,10000,10000,7624,2332,10000
59,0,0,0,0,10000,0,10000,10000,0,0,0,41,9959,10000,10000,7624,2332,10000
