0,0,0,0,0,10000,9999,1,1,9999,1,0,0,0,0,0,0,0,1
1,0,0,0,0,10000,9988,12,12,9989,11,0,0,0,0,0,8,1,12
2,0,0,0,0,10000,9962,38,38,9965,31,4,0,0,0,0,26,4,38
3,0,0,0,0,10000,9912,88,88,9917,67,16,0,0,4,0,70,10,88
4,0,0,0,0,10000,9803,197,197,9817,137,42,4,0,16,0,160,25,197
5,0,0,0,0,10000,9643,357,357,9652,243,89,16,0,46,4,267,76,357
6,0,0,0,0,10000,9435,565,565,9454,362,138,46,0,105,16,404,145,565
7,0,0,0,0,10000,8772,1228,1228,8831,860,204,105,0,184,46,909,303,1228
8,0,0,0,0,10000,7605,2395,2395,7686,1673,457,184,0,309,105,1793,585,2395
9,0,0,0,0,10000,5850,4150,4150,5976,2777,938,309,0,641,184,3148,983,4150
10,0,0,0,0,10000,3886,6114,6114,4010,3853,1496,641,0,1247,309,4681,1414,6114
11,0,0,0,0,10000,2091,7909,7909,2175,4630,1948,1247,0,2137,641,6077,1812,7909
12,0,0,0,0,10000,1116,8884,8884,1166,4322,2375,2137,0,3195,1247,6805,2059,8884
13,0,0,0,0,10000,592,9408,9408,618,3713,2474,3195,0,4512,2137,7179,2209,9408
14,0,0,0,0,10000,268,9732,9732,285,2866,2337,4512,0,5669,3195,7437,2275,9732
15,0,0,0,0,10000,107,9893,9893,112,1876,2343,5669,0,6849,4512,7559,2314,9893
16,0,0,0,0,10000,50,9950,9950,53,1023,2075,6848,1,8012,5669,7600,2330,9950
17,0,0,0,0,10000,14,9986,9986,14,552,1422,8009,3,8924,6849,7628,2338,9986
18,0,0,0,0,10000,5,9995,9995,5,281,790,8916,8,9434,8012,7635,2340,9995
19,0,0,0,0,10000,2,9998,9998,2,124,440,9418,16,9714,8924,7638,2340,9998
20,0,0,0,0,10000,2,9998,9998,2,49,235,9674,40,9874,9434,7638,2340,9998
21,0,0,0,0,10000,2,9998,9998,2,27,97,9793,81,9949,9714,7638,2340,9998
22,0,0,0,0,10000,1,9999,9999,1,10,40,9795,154,9971,9874,7639,2340,9999
23,0,0,0,0,10000,1,9999,9999,1,2,26,9667,304,9989,9949,7639,2340,9999
24,0,0,0,0,10000,1,9999,9999,1,0,10,9438,551,9997,9971,7639,2340,9999
25,0,0,0,0,10000,1,9999,9999,1,0,2,9071,926,9999,9989,7639,2340,9999
26,0,0,0,0,10000,1,9999,9999,1,0,0,8565,1434,9999,9997,7639,2340,9999
27,0,0,0,0,10000,0,10000,10000,0,1,0,8027,1972,9999,9999,7639,2341,10000
28,0,0,0,0,10000,0,10000,10000,0,0,1,7442,2557,9999,9999,7639,2341,10000
29,0,0,0,0,10000,0,10000,10000,0,0,1,6820,3179,10000,9999,7639,2341,10000
30,0,0,0,0,10000,0,10000,10000,0,0,0,6233,3767,10000,9999,7639,2341,10000
31,0,0,0,0,10000,0,10000,10000,0,0,0,5599,4401,10000,10000,7639,2341,10000
32,0,0,0,0,10000,0,10000,10000,0,0,0,4990,5010,10000,10000,7639,2341,10000
33,0,0,0,0,10000,0,10000,10000,0,0,0,4375,5625,10000,10000,7639,2341,10000
34,0,0,0,0,10000,0,10000,10000,0,0,0,3747,6253,10000,10000,7639,2341,10000
35,0,0,0,0,10000,0,10000,10000,0,0,0,3114,6886,10000,10000,7639,2341,10000
36,0,0,0,0,10000,0,10000,10000,0,0,0,2509,7491,10000,10000,7639,2341,10000
37,0,0,0,0,10000,0,10000,10000,0,0,0,1900,8100,10000,10000,7639,2341,10000
38,0,0,0,0,10000,0,10000,10000,0,0,0,1343,8657,10000,10000,7639,2341,10000
39,0,0,0,0,10000,0,10000,10000,0,0,0,884,9116,10000,10000,7639,2341,10000
40,0,0,0,0,10000,0,10000,10000,0,0,0,494,9506,10000,10000,7639,2341,10000
41,0,0,0,0,10000,0,10000,10000,0,0,0,273,9727,10000,10000,7639,2341,10000
42,0,0,0,0,10000,0,10000,10000,0,0,0,137,9863,10000,10000,7639,2341,10000
43,0,0,0,0,10000,0,10000,10000,0,0,0,56,9944,10000,10000,7639,2341,10000
44,0,0,0,0,10000,0,10000,10000,0,0,0,26,9974,10000,10000,7639,2341,10000
45,0,0,0,0,10000,0,10000,10000,0,0,0,10,9990,10000,10000,7639,2341,10000
46,0,0,0,0,10000,0,10000,10000,0,0,0,2,9998,10000,10000,7639,2341,10000
47,0,0,0,0,10000,0,10000,10000,0,0,0,1,9999,10000,10000,7639,2341,10000
48,0,0,0,0,10000,0,10000,10000,0,0,0,1,9999,10000,10000,7639,2341,10000
49,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
50,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
51,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
52,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
53,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
54,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
55,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
56,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
57,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
58,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
59,0,0,0,0,10000,0,10000,10000,0,0,0,0,10000,10000,10000,7639,2341,10000
