0,0,114.14762,30.684437,1962,0,0,0,0,0,1962
0,1,114.16711,30.684437,1901,0,0,0,0,0,1901
0,2,114.18659,30.684437,2029,2,0,0,0,2,2031
0,3,114.20608,30.684437,1928,1,0,0,0,1,1929
0,4,114.22556,30.684437,1928,2,1,0,0,3,1931
0,5,114.10865,30.498242,0,0,0,0,0,0,0
0,6,114.10865,30.59134,0,0,0,0,0,0,0
0,7,114.22556,30.498242,0,0,0,0,0,0,0
0,8,114.22556,30.59134,0,0,0,0,0,0,0
0,9,114.16711,30.498242,0,0,0,0,0,0,0
0,10,114.16711,30.59134,246,0,0,0,0,0,246
1,0,114.14762,30.684437,1972,0,0,0,0,0,1972
1,1,114.16711,30.684437,1906,0,0,0,0,0,1906
1,2,114.18659,30.684437,2026,4,0,0,0,4,2030
1,3,114.20608,30.684437,1919,2,0,0,0,2,1921
1,4,114.22556,30.684437,1915,4,3,0,0,7,1922
1,5,114.10865,30.498242,0,0,0,0,0,0,0
1,6,114.10865,30.59134,0,0,0,0,0,0,0
1,7,114.22556,30.498242,0,0,0,0,0,0,0
1,8,114.22556,30.59134,0,0,0,0,0,0,0
1,9,114.16711,30.498242,0,0,0,0,0,0,0
1,10,114.16711,30.59134,249,0,0,0,0,0,249
2,0,114.14762,30.684437,1963,0,0,0,0,0,1963
2,1,114.16711,30.684437,1903,0,1,0,0,1,1904
2,2,114.18659,30.684437,2027,8,0,0,0,8,2035
2,3,114.20608,30.684437,1923,7,1,0,0,8,1931
2,4,114.22556,30.684437,1926,5,4,1,0,10,1936
2,5,114.10865,30.498242,0,0,0,0,0,0,0
2,6,114.10865,30.59134,0,0,0,0,0,0,0
2,7,114.22556,30.498242,0,0,0,0,0,0,0
2,8,114.22556,30.59134,0,0,0,0,0,0,0
2,9,114.16711,30.498242,0,0,0,0,0,0,0
2,10,114.16711,30.59134,231,0,0,0,0,0,231
3,0,114.14762,30.684437,1974,0,0,0,0,0,1974
3,1,114.16711,30.684437,1896,1,0,0,0,1,1897
3,2,114.18659,30.684437,2014,11,3,0,0,14,2028
3,3,114.20608,30.684437,1926,8,4,0,0,12,1938
3,4,114.22556,30.684437,1909,10,4,3,0,17,1926
3,5,114.10865,30.498242,0,0,0,0,0,0,0
3,6,114.10865,30.59134,0,0,0,0,0,0,0
3,7,114.22556,30.498242,0,0,0,0,0,0,0
3,8,114.22556,30.59134,0,0,0,0,0,0,0
3,9,114.16711,30.498242,0,0,0,0,0,0,0
3,10,114.16711,30.59134,236,0,1,0,0,1,237
4,0,114.14762,30.684437,1966,0,0,0,0,0,1966
4,1,114.16711,30.684437,1909,3,1,1,0,5,1914
4,2,114.18659,30.684437,2020,15,6,0,0,21,2041
4,3,114.20608,30.684437,1918,13,5,1,0,19,1937
4,4,114.22556,30.684437,1903,17,5,5,0,27,1930
