0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,1208.32
18,641.047
19,311.357
20,263.412
21,356.04
22,217.19
23,143.297
24,80.9703
25,75.2144
26,68.5711
27,47.7822
28,35.8293
29,30.3194
30,22.5771
31,15.3591
32,12.4903
33,8.98372
34,2.32572
35,9.84918
36,6.6313
37,6.81663
38,4.47361
39,7.22935
40,2.56476
41,-0
42,6.09385
43,14.6484
44,17.4825
45,-nan
46,-nan
47,-nan
48,-nan
49,-nan
50,-nan
51,-nan
52,-nan
53,-nan
54,-nan
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
