0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,699.202
17,1503.91
18,480.522
19,459.062
20,371.308
21,329.813
22,113.247
23,109.046
24,80.5821
25,69.637
26,47.2822
27,30.7287
28,31.2297
29,20.7063
30,20.1207
31,14.8084
32,13.0959
33,8.14001
34,5.10856
35,-0
36,8.74636
37,9.34579
38,9.4162
39,-0
40,-0
41,-0
42,-0
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,364.892
18,300.981
19,246.043
20,223.134
21,280.702
22,142.32
23,87.4687
24,40.5458
25,23.5866
26,14.4315
27,9.86343
28,8.20248
29,6.84168
30,4.77896
31,2.34898
32,2.03234
33,1.00548
34,0.767087
35,0.809005
36,0.645565
37,0.526239
38,0.572922
39,0.452745
40,0.234682
41,0.075258
42,0.155925
43,0.1001
44,0.061411
45,0.0428679
46,0.0478425
47,0.0811464
48,-0
49,0.0352716
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,765.927
15,inf
16,1298.92
17,1725.16
18,521.207
19,397.484
20,424.49
21,180.102
22,527.249
23,277.778
24,136.553
25,103.896
26,46.8227
27,36.63
28,23.2301
29,31.8644
30,18.4715
31,16.3666
32,8.24499
33,7.3692
34,4.24208
35,5.06073
36,3.99202
37,2.36742
38,2.39693
39,5.61167
40,-0
41,-0
42,-0
43,4.90196
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,5670.1
16,inf
17,982.143
18,444.444
19,-0
20,153.846
21,-nan
22,-nan
23,-nan
24,-nan
25,-nan
26,-nan
27,-nan
28,-nan
29,-nan
30,-nan
31,-nan
32,-nan
33,-nan
34,-nan
35,-nan
36,-nan
37,-nan
38,-nan
39,-nan
40,-nan
41,-nan
42,-nan
43,-nan
44,-nan
45,-nan
46,-nan
47,-nan
48,-nan
49,-nan
50,-nan
51,-nan
52,-nan
53,-nan
54,-nan
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,194.86
15,87.6524
16,79.684
17,45.7289
18,41.2768
19,25.5658
20,10.0779
21,14.6957
22,14.5682
23,14.0801
24,8.22368
25,8.06452
26,-0
27,-0
28,-0
29,6.02773
30,-0
31,8.40336
32,-0
33,-0
34,-0
35,-0
36,-0
37,-0
38,-0
39,-0
40,-0
41,-0
42,-0
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,nan
55,nan
56,nan
57,nan
58,nan
59,nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,1212.76
18,486.872
19,183.477
20,224.61
21,276.074
22,207.397
23,257.053
24,134.802
25,77.5388
26,47.1106
27,36.5675
28,37.9531
29,24.681
30,23.2733
31,20.0944
32,11.2751
33,8.72274
34,6.59631
35,3.63108
36,7.88721
37,8.52878
38,10.3842
39,4.66418
40,-0
41,6.16143
42,9.38086
43,-0
44,19.6078
45,-nan
46,-nan
47,-nan
48,-nan
49,-nan
50,-nan
51,-nan
52,-nan
53,-nan
54,-nan
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,inf
18,590.418
19,549.542
20,331.351
21,343.781
22,247.64
23,237.389
24,119.048
25,94.5913
26,38.3693
27,26.64
28,33.9394
29,21.2766
30,16.8599
31,11.3646
32,15.528
33,9.78474
34,2.86697
35,8.35422
36,-0
37,4.61255
38,-0
39,-0
40,-0
41,-0
42,11.5741
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,771.119
17,933.52
18,341.669
19,489.336
20,84.0801
21,111.574
22,137.945
23,56.8631
24,51.2994
25,34.6902
26,17.4701
27,16.3466
28,13.3754
29,9.579
30,7.70186
31,5.49098
32,5.18328
33,4.15469
34,3.26454
35,3.52045
36,3.80609
37,3.75937
38,2.86916
39,2.35458
40,2.15914
41,1.59928
42,2.14762
43,1.95757
44,0.957744
45,1.38715
46,1.11238
47,0.495442
48,0.485979
49,0.456413
50,0.663588
51,0.133214
52,0.68271
53,-0
54,0.424791
55,0.848033
56,0.608162
57,0.402188
58,0.745379
59,0.488281
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,171.359
15,129.098
16,61.3986
17,55.082
18,37.0288
19,22.6142
20,13.9072
21,13.2231
22,9.45378
23,5.74713
24,3.33333
25,3.92157
26,3.91032
27,3.24097
28,3.93314
29,2.62605
30,2.85388
31,3.32779
32,-0
33,-0
34,-0
35,-0
36,-0
37,-0
38,-0
39,-0
40,-0
41,-0
42,-0
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,nan
52,-0
53,-0
54,nan
55,-0
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,5081.52
15,inf
16,inf
17,inf
18,3351.06
19,645.161
20,326.797
21,952.381
22,370.37
23,-nan
24,-nan
25,-nan
26,-nan
27,-nan
28,-nan
29,-nan
30,-nan
31,-nan
32,-nan
33,-nan
34,-nan
35,-nan
36,-nan
37,-nan
38,-nan
39,-nan
40,-nan
41,-nan
42,-nan
43,-nan
44,-nan
45,-nan
46,-nan
47,-nan
48,-nan
49,-nan
50,-nan
51,-nan
52,-nan
53,-nan
54,-nan
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,204.456
15,168.563
16,69.2403
17,59.2604
18,39.3417
19,18.7409
20,17.6946
21,13.1752
22,10.0446
23,5.97229
24,5.38068
25,5.79542
26,9.19118
27,3.51494
28,-0
29,-0
30,-0
31,-0
32,-0
33,-0
34,-0
35,-0
36,-0
37,-0
38,-0
39,-0
40,-0
41,-0
42,-0
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,nan
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,inf
18,1013.86
19,inf
20,622.376
21,1023.42
22,1228.84
23,452.915
24,255.19
25,179.317
26,131.282
27,157.984
28,110.175
29,66.5004
30,49.1746
31,34.1789
32,28.934
33,11.194
34,10.8225
35,11.6144
36,11.0522
37,6.05327
38,6.94444
39,4.77099
40,5.94177
41,4.40917
42,-0
43,12.0992
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,1584.57
17,446.346
18,318.492
19,698.77
20,243.626
21,273.152
22,193.275
23,144.531
24,103.657
25,67.2607
26,31.6715
27,35.96
28,27.8192
29,25.2294
30,17.094
31,7.83972
32,8.47139
33,6.03865
34,6.5505
35,5.30786
36,2.09249
37,4.73485
38,6.10501
39,4.11862
40,-0
41,-0
42,-0
43,-0
44,-0
45,-0
46,-0
47,-0
48,-0
49,-0
50,-0
51,-0
52,-0
53,-0
54,-0
55,-0
56,-0
57,-0
58,-0
59,-0
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,6046.51
15,inf
16,2014.65
17,inf
18,1794.87
19,238.095
20,181.818
21,81.3008
22,56.8182
23,57.8035
24,-nan
25,-nan
26,-nan
27,-nan
28,-nan
29,-nan
30,-nan
31,-nan
32,-nan
33,-nan
34,-nan
35,-nan
36,-nan
37,-nan
38,-nan
39,-nan
40,-nan
41,-nan
42,-nan
43,-nan
44,-nan
45,-nan
46,-nan
47,-nan
48,-nan
49,-nan
50,-nan
51,-nan
52,-nan
53,-nan
54,-nan
55,-nan
56,-nan
57,-nan
58,-nan
59,-nan
0,-inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,inf
17,1053.99
18,354.174
19,318.776
20,73.5727
21,81.4887
22,60.1082
23,38.9235
